A,B,C,D
-1.3253415617730426,-0.6750897213300832,1.4281201807285702,-0.7779266053558964
0.15865133773978923,1.92900806093708,1.4281201807285702,0.6657553478886915
0.15865133773978923,1.9407845786525921,1.4281201807285702,0.6657553478886915
0.15865133773978923,1.9407845786525921,1.4281201807285702,0.6657553478886915
0.15865133773978923,1.9407845786525921,1.4281201807285702,1.1727367594525584
0.2436664521289396,1.9407845786525921,1.922113809099463,1.1727367594525584
0.2436664521289396,1.9407845786525921,1.922113809099463,1.1727367594525584
0.2436664521289396,1.9407845786525921,1.922113809099463,1.1727367594525584
0.2436664521289396,1.9407845786525921,1.922113809099463,1.1727367594525584
0.2436664521289396,1.9407845786525921,1.922113809099463,1.1727367594525584
0.2436664521289396,1.9407845786525921,1.922113809099463,1.1727367594525584
0.4857053904324698,1.9407845786525921,1.922113809099463,1.9561458063473252
0.4857053904324698,1.9407845786525921,1.922113809099463,1.9561458063473252
0.4857053904324698,1.9407845786525921,1.922113809099463,1.9561458063473252
0.4857053904324698,1.9407845786525921,1.922113809099463,1.9561458063473252
0.4857053904324698,1.9407845786525921,2.810651310911572,1.9561458063473252
0.879214477191459,1.9407845786525921,2.810651310911572,1.9561458063473252
0.879214477191459,1.9407845786525921,2.810651310911572,1.9561458063473252
0.879214477191459,1.9407845786525921,2.810651310911572,1.9561458063473252
0.879214477191459,1.9407845786525921,2.810651310911572,1.9561458063473252
1.1436772799485304,1.9407845786525921,2.810651310911572,1.9561458063473252
1.1436772799485304,1.9407845786525921,2.810651310911572,1.9561458063473252
1.1436772799485304,1.9407845786525921,2.810651310911572,1.9561458063473252
1.1436772799485304,1.9407845786525921,2.810651310911572,1.9561458063473252
1.2486932202868255,1.9407845786525921,2.810651310911572,1.9561458063473252
1.2486932202868255,1.9407845786525921,2.810651310911572,1.9561458063473252
1.2486932202868255,1.9407845786525921,2.810651310911572,1.9561458063473252
1.2486932202868255,1.9407845786525921,2.810651310911572,1.9561458063473252
1.2486932202868255,1.9407845786525921,2.810651310911572,1.9561458063473252
1.2486932202868255,1.9407845786525921,2.810651310911572,1.9561458063473252
1.2486932202868255,1.9407845786525921,2.810651310911572,1.9561458063473252
1.2486932202868255,1.9407845786525921,2.810651310911572,1.9561458063473252
1.2486932202868255,1.9407845786525921,2.810651310911572,1.9561458063473252
1.5554738062343165,1.9407845786525921,2.810651310911572,1.9561458063473252
1.5554738062343165,1.9407845786525921,2.810651310911572,1.9561458063473252
1.5554738062343165,2.617766033514069,2.810651310911572,1.9561458063473252
1.5554738062343165,2.617766033514069,2.810651310911572,1.9561458063473252
1.5554738062343165,2.617766033514069,2.810651310911572,1.9561458063473252
1.5554738062343165,2.617766033514069,2.810651310911572,1.9561458063473252
1.5554738062343165,2.617766033514069,2.810651310911572,1.9561458063473252
