A,B,C,D
0.1011979907739525,-0.4856564805460718,0.7651054277341961,0.6449050714153629
0.1011979907739525,-0.43726469911498683,0.8609864058657399,0.6449050714153629
0.1011979907739525,-0.43726469911498683,0.8609864058657399,0.6449050714153629
1.790023698577747,-0.43726469911498683,0.9065336530935192,0.6449050714153629
1.790023698577747,-0.43726469911498683,0.9065336530935192,0.6449050714153629
1.790023698577747,0.9350559990570987,0.9065336530935192,1.6416687339587515
1.790023698577747,0.9350559990570987,0.9226133513800409,1.6416687339587515
1.790023698577747,0.9350559990570987,0.9741420644692054,1.6416687339587515
1.790023698577747,0.9350559990570987,1.8577630192198573,1.6416687339587515
1.790023698577747,0.9350559990570987,1.8577630192198573,1.6416687339587515
1.790023698577747,1.2460772343643778,1.8577630192198573,1.6416687339587515
1.790023698577747,2.735742403654249,1.8577630192198573,1.6416687339587515
1.790023698577747,2.735742403654249,1.8577630192198573,1.6416687339587515
2.134317200356557,2.735742403654249,1.8577630192198573,1.6416687339587515
2.134317200356557,2.735742403654249,1.8577630192198573,1.6416687339587515
2.134317200356557,2.735742403654249,1.8577630192198573,1.6416687339587515
2.134317200356557,2.735742403654249,1.8577630192198573,1.6416687339587515
2.134317200356557,2.735742403654249,1.8577630192198573,1.6416687339587515
2.134317200356557,2.735742403654249,1.8577630192198573,1.6416687339587515
2.134317200356557,2.735742403654249,1.8577630192198573,1.6416687339587515
2.134317200356557,2.735742403654249,1.8577630192198573,1.6416687339587515
2.134317200356557,2.735742403654249,1.8577630192198573,1.6416687339587515
2.134317200356557,2.735742403654249,1.8577630192198573,1.6416687339587515
2.134317200356557,2.735742403654249,1.8577630192198573,1.6416687339587515
2.134317200356557,2.735742403654249,1.8577630192198573,1.6416687339587515
2.134317200356557,2.735742403654249,1.8577630192198573,1.6416687339587515
2.134317200356557,2.735742403654249,1.8577630192198573,1.6416687339587515
2.134317200356557,2.735742403654249,1.8577630192198573,1.6416687339587515
2.134317200356557,2.735742403654249,1.8577630192198573,2.2482707374591246
2.134317200356557,2.735742403654249,1.8577630192198573,2.2482707374591246
2.134317200356557,2.735742403654249,1.8577630192198573,2.2482707374591246
2.134317200356557,2.735742403654249,1.8577630192198573,2.2482707374591246
2.134317200356557,2.735742403654249,2.0951158999058745,2.2482707374591246
2.134317200356557,2.735742403654249,2.0951158999058745,2.2482707374591246
2.134317200356557,2.735742403654249,2.0951158999058745,2.2482707374591246
2.134317200356557,2.735742403654249,2.0951158999058745,2.2482707374591246
2.134317200356557,2.735742403654249,2.0951158999058745,2.2482707374591246
2.134317200356557,2.735742403654249,2.0951158999058745,2.2482707374591246
2.134317200356557,2.735742403654249,2.0951158999058745,2.2482707374591246
2.134317200356557,2.735742403654249,2.0951158999058745,2.2482707374591246
2.134317200356557,2.735742403654249,2.0951158999058745,2.3189253941642454
2.134317200356557,2.735742403654249,2.0951158999058745,2.3189253941642454
2.134317200356557,2.735742403654249,2.0951158999058745,2.3189253941642454
2.134317200356557,2.735742403654249,2.0951158999058745,2.3189253941642454
2.134317200356557,2.735742403654249,2.0951158999058745,2.3189253941642454
2.134317200356557,2.735742403654249,2.0951158999058745,2.3189253941642454
2.134317200356557,2.735742403654249,2.0951158999058745,2.3189253941642454
2.134317200356557,2.735742403654249,2.0951158999058745,2.3189253941642454
2.134317200356557,2.735742403654249,2.0951158999058745,2.3189253941642454
2.134317200356557,2.735742403654249,2.0951158999058745,2.3189253941642454
2.134317200356557,2.735742403654249,2.0951158999058745,2.3189253941642454
2.134317200356557,2.735742403654249,2.0951158999058745,2.3189253941642454
2.134317200356557,2.735742403654249,2.0951158999058745,2.3189253941642454
2.134317200356557,2.735742403654249,2.0951158999058745,2.3189253941642454
2.134317200356557,2.735742403654249,2.0951158999058745,2.3189253941642454
2.134317200356557,2.735742403654249,2.0951158999058745,2.3189253941642454
2.134317200356557,2.735742403654249,2.0951158999058745,2.3189253941642454
2.134317200356557,2.735742403654249,2.0951158999058745,2.3189253941642454
2.134317200356557,2.735742403654249,2.0951158999058745,2.3189253941642454
2.134317200356557,2.735742403654249,2.0951158999058745,2.3189253941642454
2.134317200356557,2.735742403654249,2.0951158999058745,2.3189253941642454
2.134317200356557,2.735742403654249,2.0951158999058745,2.3189253941642454
2.134317200356557,2.735742403654249,2.0951158999058745,2.3189253941642454
2.134317200356557,2.735742403654249,2.0951158999058745,2.3189253941642454
2.134317200356557,2.735742403654249,2.0951158999058745,2.3189253941642454
2.134317200356557,2.735742403654249,2.0951158999058745,2.3189253941642454
2.134317200356557,2.735742403654249,2.0951158999058745,2.3189253941642454
2.134317200356557,2.735742403654249,2.0951158999058745,2.3189253941642454
2.134317200356557,2.735742403654249,2.0951158999058745,2.3189253941642454
2.134317200356557,2.735742403654249,2.0951158999058745,2.3189253941642454
2.134317200356557,2.735742403654249,2.0951158999058745,2.3189253941642454
2.134317200356557,2.735742403654249,2.0951158999058745,2.3189253941642454
2.134317200356557,2.735742403654249,2.0951158999058745,2.3189253941642454
2.134317200356557,2.735742403654249,2.0951158999058745,2.3189253941642454
2.134317200356557,2.735742403654249,2.0951158999058745,2.3189253941642454
2.134317200356557,2.735742403654249,2.0951158999058745,2.3189253941642454
