A,B,C,D
-1.0528782111912334,-0.1935399757124577,-0.3729427762977364,-2.1483594685444385
-1.0528782111912334,-0.1935399757124577,-0.3729427762977364,0.6591768203854236
0.47697607997228,-0.1935399757124577,1.3173338690432848,0.6591768203854236
0.47697607997228,-0.1935399757124577,1.3173338690432848,0.6591768203854236
0.47697607997228,-0.12018100533595762,1.3173338690432848,0.6591768203854236
0.47697607997228,0.9519668361195522,1.3173338690432848,0.6591768203854236
0.7926644057931974,0.9519668361195522,1.3173338690432848,0.932875612878301
0.7926644057931974,0.9519668361195522,1.3173338690432848,0.932875612878301
0.7926644057931974,0.9519668361195522,1.3173338690432848,0.932875612878301
0.7926644057931974,0.9519668361195522,1.3173338690432848,0.932875612878301
0.7926644057931974,0.9519668361195522,1.3173338690432848,0.932875612878301
1.0073167807871728,0.9519668361195522,1.3173338690432848,0.932875612878301
1.0073167807871728,0.9519668361195522,1.3173338690432848,0.932875612878301
1.0073167807871728,2.1624747130241464,1.3173338690432848,0.932875612878301
2.1846665369544924,2.1624747130241464,1.3173338690432848,0.932875612878301
2.1846665369544924,2.1624747130241464,1.3173338690432848,0.932875612878301
2.1846665369544924,2.1624747130241464,1.3173338690432848,0.932875612878301
2.1846665369544924,2.1624747130241464,1.3173338690432848,0.932875612878301
2.1846665369544924,2.1624747130241464,1.3173338690432848,0.932875612878301
2.1846665369544924,2.1624747130241464,1.3173338690432848,0.932875612878301
2.1846665369544924,2.1624747130241464,1.3173338690432848,0.932875612878301
2.1846665369544924,2.1624747130241464,1.3173338690432848,0.932875612878301
2.1846665369544924,2.1624747130241464,1.3173338690432848,0.932875612878301
2.1846665369544924,2.1624747130241464,1.3173338690432848,0.932875612878301
2.1846665369544924,2.1624747130241464,1.3173338690432848,2.2745264570349013
2.1846665369544924,2.1624747130241464,1.4123586769525516,2.2745264570349013
2.1846665369544924,2.1624747130241464,1.4123586769525516,2.2745264570349013
2.1846665369544924,2.1624747130241464,1.4123586769525516,2.2745264570349013
